0.00586,0.005063
0.00042,0.000393
0.000272,0.000223
0.000225,0.000177
0.000184,0.000144
0.000157,0.000122
0.00014,0.000109
0.000128,0.000102
0.000122,0.000098
0.000123,0.000097
0.000129,0.000103
0.000138,0.000113
0.000164,0.000131
0.00022,0.000157
0.00031,0.00019
0.000446,0.000233
0.000637,0.000291
0.000868,0.000355
0.0011,0.000418
0.00127,0.000461
0.001373,0.000507
0.001488,0.000556
0.001605,0.00061
0.001714,0.000666
0.001835,0.000722
0.001963,0.000775
0.002082,0.000831
0.002202,0.000889
0.00233,0.000952
0.002457,0.001025
0.002574,0.001104
0.002683,0.001192
0.002787,0.001289
0.002881,0.001383
0.002974,0.001465
0.003074,0.001544
0.003175,0.001626
0.003295,0.001719
0.003444,0.001824
0.003608,0.00194
0.00378,0.002066
0.003958,0.002202
0.004144,0.002351
0.004337,0.002482
0.00454,0.002622
0.004774,0.002789
0.005064,0.002994
0.005399,0.003219
0.005796,0.003467
0.006214,0.003729
0.006671,0.004011
0.007167,0.004306
0.007736,0.004634
0.008351,0.004981
0.009035,0.00537
0.00977,0.005831
0.010567,0.006326
0.011398,0.006837
0.012291,0.007399
0.013224,0.008033
0.014267,0.008687
0.015353,0.009411
0.016484,0.010139
0.017617,0.010849
0.018759,0.01155
0.019914,0.012216
0.021104,0.012952
0.022423,0.013844
0.023847,0.014863
0.025357,0.016028
0.02705,0.017329
0.02897,0.018859
0.031188,0.020609
0.033754,0.02262
0.036747,0.024958
0.040563,0.027906
0.044308,0.030925
0.048498,0.03414
0.053229,0.03762
0.058778,0.041725
0.064617,0.046324
0.070947,0.051334
0.077834,0.056911
0.085686,0.063279
0.094809,0.070704
0.10509,0.079184
0.116592,0.088697
0.129306,0.09924
0.142732,0.11048
0.157638,0.123078
0.174458,0.137152
0.193027,0.152605
0.21293,0.169494
0.232657,0.187623
0.251826,0.206647
0.270943,0.22589
0.289756,0.245054
0.307998,0.263815
0.325393,0.281828
0.341662,0.298738
0.376683,0.335662
0.395517,0.355802
0.415293,0.37715
0.436058,0.399779
0.45786,0.423766
0.480753,0.449192
0.504791,0.476143
0.530031,0.504712
0.556532,0.534994
0.584359,0.567094
0.613577,0.60112
